4.000000000000000083e-02,3.499999999999999778e-01,6.500000000000000222e-01,5.999999999999999778e-01,5.500000000000000444e-01,5.300000000000000266e-01,5.000000000000000000e-01
1.900000000000000022e-01,4.699999999999999734e-01,7.500000000000000000e-01,6.800000000000000488e-01,6.199999999999999956e-01,5.799999999999999600e-01,5.400000000000000355e-01
3.300000000000000155e-01,5.899999999999999689e-01,8.499999999999999778e-01,7.700000000000000178e-01,6.899999999999999467e-01,6.400000000000000133e-01,5.799999999999999600e-01
4.799999999999999822e-01,7.099999999999999645e-01,9.499999999999999556e-01,8.499999999999999778e-01,7.600000000000000089e-01,6.899999999999999467e-01,6.199999999999999956e-01
6.199999999999999956e-01,8.299999999999999600e-01,1.040000000000000036e+00,9.399999999999999467e-01,8.299999999999999600e-01,7.500000000000000000e-01,6.600000000000000311e-01
7.700000000000000178e-01,9.599999999999999645e-01,1.139999999999999902e+00,1.020000000000000018e+00,8.900000000000000133e-01,8.000000000000000444e-01,6.999999999999999556e-01
9.100000000000000311e-01,1.080000000000000071e+00,1.239999999999999991e+00,1.100000000000000089e+00,9.599999999999999645e-01,8.499999999999999778e-01,7.500000000000000000e-01
1.060000000000000053e+00,1.199999999999999956e+00,1.340000000000000080e+00,1.189999999999999947e+00,1.030000000000000027e+00,9.100000000000000311e-01,7.900000000000000355e-01
1.199999999999999956e+00,1.320000000000000062e+00,1.439999999999999947e+00,1.270000000000000018e+00,1.100000000000000089e+00,9.599999999999999645e-01,8.299999999999999600e-01
1.340000000000000080e+00,1.439999999999999947e+00,1.540000000000000036e+00,1.350000000000000089e+00,1.169999999999999929e+00,1.020000000000000018e+00,8.699999999999999956e-01
1.489999999999999991e+00,1.560000000000000053e+00,1.639999999999999902e+00,1.439999999999999947e+00,1.239999999999999991e+00,1.070000000000000062e+00,9.100000000000000311e-01
1.629999999999999893e+00,1.689999999999999947e+00,1.739999999999999991e+00,1.520000000000000018e+00,1.310000000000000053e+00,1.129999999999999893e+00,9.499999999999999556e-01
1.780000000000000027e+00,1.810000000000000053e+00,1.840000000000000080e+00,1.610000000000000098e+00,1.370000000000000107e+00,1.179999999999999938e+00,9.899999999999999911e-01
1.919999999999999929e+00,1.929999999999999938e+00,1.939999999999999947e+00,1.689999999999999947e+00,1.439999999999999947e+00,1.239999999999999991e+00,1.030000000000000027e+00
2.069999999999999840e+00,2.049999999999999822e+00,2.040000000000000036e+00,1.770000000000000018e+00,1.510000000000000009e+00,1.290000000000000036e+00,1.070000000000000062e+00
2.209999999999999964e+00,2.169999999999999929e+00,2.140000000000000124e+00,1.860000000000000098e+00,1.580000000000000071e+00,1.350000000000000089e+00,1.110000000000000098e+00
2.350000000000000089e+00,2.299999999999999822e+00,2.240000000000000213e+00,1.939999999999999947e+00,1.649999999999999911e+00,1.399999999999999911e+00,1.149999999999999911e+00
2.500000000000000000e+00,2.419999999999999929e+00,2.339999999999999858e+00,2.029999999999999805e+00,1.719999999999999973e+00,1.459999999999999964e+00,1.199999999999999956e+00
2.640000000000000124e+00,2.540000000000000036e+00,2.430000000000000160e+00,2.109999999999999876e+00,1.780000000000000027e+00,1.510000000000000009e+00,1.239999999999999991e+00
2.790000000000000036e+00,2.660000000000000142e+00,2.529999999999999805e+00,2.189999999999999947e+00,1.850000000000000089e+00,1.560000000000000053e+00,1.280000000000000027e+00
